State,Suburb,Brand,address,Postcode,Phone,E10,Regular,91 Octane,98 Octane,LPG,Diesel,Biodiesel,Premium Diesel,Eftpos,Workshop,24 Hours,Car wash,Disabled Toilet,ATM,BBQ Gas,Truckstop,Starcash,E-FLEX,95 Octane,Longitude,Latitude
VIC,SHEPPARTON,CALTEX,145-157 NUMURKAH RD,3630,03 58212821,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,145.402513,-36.356158
NSW,FINLEY,CALTEX,295 MURRAY STREET,2713,03 58831466,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,145.573324,-35.648684
VIC,MORWELL,INDEPENDENT,45 TRAMWAY RD,3840,0428 513 694,N,N,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,146.438249,-38.238314
VIC,KYNETON,SAFEWAY CALTEX,58 HIGH ST,3444,03 54223714,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,144.456167,-37.250794
NSW,PENRITH,CALTEX,CASTLEREAGH RD CNR LUGARD ST,2750,02 47213000,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,150.693354,-33.734166
QLD,MARYBOROUGH NRTH,CALTEX,BRUCE HIGHWAY CNR QUARRY RD,4650,07 41214600,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,2,N,N,Y,152.66378,-25.487085
WA,DIANELLA,CALTEX,382 GRAND PROMENADE,6059,08 92763464,N,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,115.870129,-31.895724
QLD,TIERI,CALTEX,MALVERN AVE CNR GRASSTREE ST,4709,07 49848434,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,1,Y,N,Y,148.345544,-23.037344
NSW,COBAR,CALTEX,BARRIER HWY,2835,02 68362662,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,6,N,N,Y,145.827487,-31.496502
NSW,GRAFTON,CALTEX,179 PRINCE ST,2460,02 66423841,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,152.937205,-29.686381
QLD,BELLBOWRIE,CALTEX,3198 MOGGILL RD,4070,07 32027399,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,1,N,N,Y,152.886772,-27.563107
WA,CASTLETOWN ESPERANCE,CALTEX,49 NRSEMAN RD,6450,08 90713791,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,121.899485,-33.838046
WA,ESPERANCE,CALTEX WOOLWORTHS,CNR DEMPSTER & HICKS STS,6450,08 90721477,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,121.894055,-33.858393
VIC,PIANGIL,CALTEX,82 MURRAY STREET,3597,03 50305309,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,Y,143.310245,-35.05392
QLD,URANGAN,CALTEX,1571 BOORAL ROAD,4655,07 4128 1148,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,1,N,N,Y,152.888898,-25.307248
WA,KIRUP,INDEPENDENT,LOT 116 SOUTH WEST HWY,6251,08 97316238,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,115.894336,-33.711762
VIC,MILDURA,INDEPENDENT,220 TENTH ST,3500,03 50511700,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,142.151419,-34.181497
SA,ST AGNES,CALTEX,1244 NRTH EAST RD,5097,08 83964332,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,138.713163,-34.821627
NSW,TOORMINA,CALTEX,2 MINRCA PL CNR TOORMINA RD,2452,02 66533808,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,153.09047,-30.352353
WA,DONGARA,CALTEX,3017 BRAND HWY,6525,08 99271014,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,2,N,N,N,114.949517,-29.253065
QLD,COOKTOWN,CALTEX,68 HOPE ST,4895,07 40695354,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,145.250656,-15.473593
NSW,TWEED HEADS WEST,CALTEX,96-98 KENNEDY DR CNR BARRETT ST,2485,07 55364277,N,Y,N,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,153.523159,-28.186822
NSW,TOCUMWAL,CALTEX,54-56 DENILIQUIN ST,2714,03 58742078,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,145.56998,-35.811852
VIC,PORTLAND,CALTEX,50-56 KENNEDY ST,3305,03 55628155,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,141.600286,-38.335696
NSW,MOREE,CALTEX,TYCANNAH STREET,2400,02 67521398,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,149.854273,-29.503743
NSW,URANQUINTY,CALTEX,28 MORGAN STREET,2652,02 69229659,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,147.243395,-35.194901
NSW,HAY,INDEPENDENT,168 LACHLAN ST,2711,02 69931107,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,144.843732,-34.507738
NSW,YAMBA,CALTEX,22 TREELANDS DR,2464,02 66469277,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,153.327715,-29.426767
WA,COOLGARDIE,CALTEX,110-114 BAYLEY STREET,6429,08 90266049,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,3,Y,N,Y,121.15905,-30.95426
NSW,GRAFTON SOUTH,CALTEX,PACIFIC HWY CNR GWYDER HWY,2460,02 66435836,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,7,Y,N,Y,152.941612,-29.707679
WA,NRSEMAN,CALTEX,1-7 PRINSEP ST,6443,08 90391174,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,7,Y,N,Y,121.778364,-32.189089
QLD,GOWRIE JUNCTION,INDEPENDENT,29 OLD HOMEBUSH RD,4352,1300 300014,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,151.88973,-27.494815
NSW,JUNCTION HILL,CALTEX,5 CASIN ROAD,2460,02 66447381,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,152.926117,-29.641364
NSW,GUYRA,CALTEX,4352 NEW ENGLAND HWY,2365,02 67791462,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,7,N,N,Y,151.675198,-30.205976
QLD,TIN CAN BAY,INDEPENDENT,130 EMPEROR ST,4580,07 54864554,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,1,N,N,N,152.997907,-25.915162
TAS,SNUG,CALTEX,2243 CHANNEL HIGHWAY,7054,03 62679160,N,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,N,N,Y,N,N,N,Y,147.256504,-43.068801
WA,CATABY,CALTEX,160 KM PEG BRAND HIGHWAY,6507,08 96512024,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,7,N,N,N,115.537696,-30.735952
VIC,SYDENHAM,CALTEX,CNR OVERTON LEA BVD & KEILOR-MELTON,3038,03 9390 3081,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,144.766173,-37.694544
WA,MANDURAH,CALTEX,LOT 50 FREMANTLE RD,6210,08 95817355,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,2,Y,N,Y,115.74601,-32.50022
QLD,BIBOOHRA VIA MAREEBA,AMPOL,1 BILWON RD,4880,07 40932545,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,145.422569,-16.915707
SA,JAMESTOWN,CALTEX,6 VOHR STREET,5491,08 86641235,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,138.603507,-33.203062
NSW,EVANS HEAD,INDEPENDENT,570 WOODBURN ROAD,2473,02 66824974,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,153.427909,-29.114114
NSW,BALRANALD,CALTEX,99 MARKET ST,2715,03 50201603,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,143.568678,-34.643644
VIC,KERANG,CALTEX,88 BENDIGO RD,3579,03 54503066,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,143.919311,-35.73972
VIC,MILDURA,CALTEX,CNR WALNUT & 15TH STS,3500,03 50211734,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,142.131157,-34.202601
VIC,MILDURA,CALTEX,90 SEVENTH ST,3500,03 50238085,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,142.168579,-34.186885
VIC,MILDURA,CALTEX,240 TENTH ST,3500,03 50232827,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,N,142.149581,-34.179952
VIC,OUYEN,CALTEX,15 FARRELL ST,3490,03 50921340,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,142.319169,-35.069872
VIC,ROBINVALE,CALTEX,70 BROMLEY RD,3549,03 50263539,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,142.770337,-34.583304
VIC,SEA LAKE,CALTEX,155 HORACE ST,3533,03 50701406,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,142.848067,-35.496821
VIC,SWAN HILL,CALTEX,1 BEVERIDGE ST,3585,03 50329327,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,143.556767,-35.333951
VIC,BENDIGO,CALTEX,68 CARPENTER ST,3550,03 54432338,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,144.285066,-36.776131
VIC,BENDIGO,CALTEX,93-97 MCIVOR ROAD,3550,03 54411156,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,144.298596,-36.7581
VIC,BENDIGO,CALTEX,51 SANDHURST RD,3550,03 54468085,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,144.264502,-36.732936
VIC,CHARLTON,CALTEX,166-186 HIGH STREET,3525,03 54911310,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,N,Y,1,N,N,Y,143.359523,-36.274237
VIC,ECHUCA,CALTEX,4 NRTHERN HWY,3564,03 54821541,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,1,N,N,Y,144.747356,-36.124479
VIC,WODONGA,CALTEX,16-18 HOVELL ST,3690,02 60244933,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,146.89566,-36.113882
NSW,LEETON,CALTEX,1 PINE AVENUE,2705,02 69535236,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,146.399694,-34.551575
NSW,NARRANDERA,CALTEX,NEWELL HWY,2700,02 69591812,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,1,N,N,Y,146.54021,-34.76134
VIC,NUMURKAH,CALTEX,2 TOCUMWAL RD,3636,03 58621481,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,145.442591,-36.088402
VIC,SHEPPARTON,CALTEX,187 WYNDHAM ST,3630,03 58221166,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,145.400115,-36.377647
NSW,TARCUTTA,CALTEX,HUME HWY,2652,02 69287177,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,1,N,N,Y,147.73585,-35.27749
NSW,TUMUT,CALTEX,42-44 ADELONG RD,2720,02 69476611,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,148.213172,-35.295584
VIC,WODONGA,CALTEX,178 MELBOURNE RD,3690,02 60241977,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,1,N,N,Y,146.869848,-36.115257
NSW,ALBURY,CALTEX,127 NRTH ST,2640,02 60413404,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,146.944345,-36.070606
VIC,BENALLA,CALTEX,191 BRIDGE ST,3672,03 57625881,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,145.995426,-36.549018
NSW,BROKEN HILL,CALTEX,84 PATTON ST,2880,08 80873653,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,141.460256,-31.980461
VIC,COBRAM,CALTEX,88-94 STATION ST,3644,03 58711423,N,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,N,Y,145.646235,-35.924071
NSW,HOLBROOK,CALTEX,130 ALBURY ST,2644,02 60362577,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,147.316407,-35.721017
VIC,MYRTLEFORD,CALTEX,158 MYRTLE ST,3737,03 57521220,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,146.723523,-36.560544
VIC,SERPENTINE,CALTEX,LODDON VALLEY HWY,3517,03 54378385,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,Y,1,N,N,N,143.97498,-36.41248
VIC,SHEPPARTON,CALTEX,103-107 ARCHER ST,3630,03 58216712,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,145.412373,-36.385746
VIC,ST ARNAUD,CALTEX,BALLARAT RD,3478,03 54952209,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,143.257,-36.615
VIC,WEDDERBURN,CALTEX,HIGH ST,3518,03 54943079,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,143.61032,-36.413771
QLD,GAYNDAH,CALTEX,11 DALGANGAL RD,4625,07 41611911,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,151.609235,-25.619738
QLD,BRASSALL,CALTEX WOOLWORTHS,60 HUNTER STREET,4305,07 32018096,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,152.745621,-27.596463
NSW,INVERELL,CALTEX,55-59 RING ST,2360,02 67221020,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,1,N,N,Y,151.110496,-29.762273
NSW,NEMINGHA,CALTEX,428 ARMIDALE RD,2340,02 67609213,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,1,N,N,N,150.968949,-31.120137
NSW,GLEN INNES,CALTEX,CHURCH ST CNR MEADE ST,2370,02 67322196,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,N,Y,Y,1,N,N,Y,151.737893,-29.736946
NSW,BERRIDALE,AMPOL,JINDABYNE ROAD,2628,02 64563212,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,148.826991,-36.365412
NT,PINE CREEK,INDEPENDENT,299 MILLER TCE,847,08 89761019,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,131.834465,-13.821328
QLD,SLACKS CREEK,CALTEX,115-119 PARADISE RD,4127,07 32089827,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,153.132601,-27.640605
QLD,CAPALABA,CALTEX,129-131 REDLAND BAY ROAD,4157,07 32451098,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,153.197438,-27.530793
NSW,CASIN,CALTEX,96 CENTRE ST,2470,02 66625995,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,153.045371,-28.865354
NSW,LISMORE,CALTEX,136 WOODLARK ST,2480,02 66212951,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,153.280727,-28.808403
NSW,LISMORE,CALTEX,73-75 DAWSON ST,2480,02 66216811,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,153.281193,-28.808955
NSW,KYOGLE,CALTEX,26 SUMMERLAND WAY,2474,02 66321042,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,153.003646,-28.61818
NSW,KENTHURST,CALTEX,137 KENTHURST RD,2156,02 96543654,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,151.005249,-33.660551
NSW,LIGHTNING RIDGE,CALTEX,ONYX ST CNR MORILLA ST,2834,02 68290237,Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,Y,147.974743,-29.429654
QLD,RAVENSHOE,INDEPENDENT,16-18 MOFFAT STREET,4888,07 40976888,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,145.486963,-17.612179
WA,MILING,INDEPENDENT,LOT 100 MAIN ST,6575,08 99208000,N,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,N,N,N,N,N,116.36162,-30.49236
SA,BLAIR ATHOL,WOOLWORTHS CALTEX,355 PROSPECT RD,5084,08 81625131,N,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,138.592482,-34.863078
QLD,CHILDERS,WOOLWORTHS CALTEX,107 CHURCHILL ST,4660,07 41262460,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,152.274361,-25.234926
QLD,BUNDABERG,WOOLWORTHS CALTEX,59 TAKALVAN ST,4670,07 41510239,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,152.328508,-24.878776
WA,FALCON,WOOLWORTHS CALTEX,651-669 OLD COAST RD,6210,08 95344361,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,115.660668,-32.582988
SA,GREEN FIELDS,WOOLWORTHS CALTEX,9-12 NUCERA COURT,5107,08 81825918,N,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,138.607888,-34.798003
NSW,CARLINGFORD,CALTEX WOOLWORTHS,131 PENNANT HILLS RD CNR BETTINGTON,2118,02 96305176,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,151.028,-33.7877
NSW,BOMBALA,CALTEX,161 MAYBE STREET,2632,02 64583047,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,149.232521,-36.915977
NSW,BOMBALA,CALTEX,HIGH ST CNR STEPHEN ST MONARO HWY,2632,02 64961225,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,149.241443,-36.903845
NSW,EDEN,CALTEX,80-82 IMLAY ST,2551,02 64968100,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,149.903109,-37.058877
QLD,SEAFORTH,INDEPENDENT,8 GEORGE STREET,4741,07 4959 0151,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,148.967658,-20.901499
NSW,CULBURRA BEACH,CALTEX,159 PRINCE EDWARD AVENUE,2540,02 44472221,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,150.75839,-34.930424
VIC,NATHALIA,INDEPENDENT,60 ELIZABETH ST,3638,03 58662511,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,145.20373,-36.056142
NSW,HAY,INDEPENDENT,STURT HWY,2711,02 69931544,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,1,N,N,Y,144.837894,-34.520556
VIC,MARYSVILLE,CALTEX,10 MURCHISON ST,3779,03 57721615,N,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,145.748126,-37.509908
QLD,CAIRNS,CALTEX,30-36 KENNY ST CNR BUNDA ST,4870,07 40510044,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,N,Y,145.775597,-16.930748
QLD,MANUNDA /CAIRNS,CALTEX,1 HOARE ST,4870,07 40514399,N,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,145.751427,-16.923955
QLD,STANTHORPE,CALTEX,NEW ENGLAND HIGHWAY,4378,07 46812880,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,151.955664,-28.614069
QLD,CAIRNS,CALTEX,35 RESERVOIR RD,4870,07 40321847,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,145.735158,-16.917156
QLD,MAREEBA,CALTEX,70 BYRNES STREET,4880,07 40921508,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,145.421864,-16.990626
QLD,CAIRNS,CALTEX WOOLWORTHS,131-135 SHERIDAN STREET,4870,07 40512790,N,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,145.769233,-16.918771
NSW,BROKEN HILL,CALTEX,KANANDAH RD,2880,08 80881011,N,N,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,141.433018,-31.983379
NSW,BROKEN HILL,CALTEX,1 BLENDE ST,2880,08 80882192,N,Y,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,Y,141.453013,-31.964565
VIC,TATURA,CALTEX,188-190 HOGAN RD,3616,03 58241945,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,145.230893,-36.440155
NSW,WAGGA WAGGA,CALTEX,151 HAMMOND AVE,2650,02 69215309,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,N,147.395876,-35.122632
NSW,WAGGA WAGGA,CALTEX,7 LAKE ALBERT RD,2650,02 69216968,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,147.378048,-35.122093
NSW,WAGGA WAGGA,CALTEX,EDWARDS ST & STATION PL,2650,02 69211544,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,147.36883,-35.118884
VIC,WODONGA,CALTEX,HIGH ST & THOMAS MITCHELL DVE,3690,02 60241246,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,146.888813,-36.124736
NSW,ALBURY,CALTEX,609 HOVELL STREET,2640,02 60214011,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,146.909609,-36.086381
NSW,TUMBARUMBA,INDEPENDENT,76 THE PARADE,2653,02 69482523,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,148.011033,-35.772906
VIC,WANGARATTA,INDEPENDENT,75 GRETA RD,3677,0409 024127,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,146.313356,-36.369802
NSW,MULWALA,CALTEX,61 MELBOURNE RD,2647,03 57432688,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,146.007203,-35.987367
VIC,RED CLIFFS,CALTEX,47 JACARANDA ST,3496,03 50241071,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,142.186621,-34.306773
NSW,WENTWORTH,CALTEX,SANDWICH ST,2648,03 50272257,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,141.917977,-34.10681
VIC,MILDURA,INDEPENDENT,124 LANGTREE AVE,3500,03 50189411,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,142.158229,-34.187048
VIC,WARRACKNABEAL,CALTEX,CNR SCOTT & LYLE STS,3393,03 53941868,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,142.395012,-36.253236
SA,LOXTON,INDEPENDENT,BOOKPURNNG TCE,5333,08 85847277,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,140.57411,-34.44965
VIC,MERBEIN SOUTH,INDEPENDENT,1202 STURT HWY,3505,03 50256278,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,1,N,N,N,142.025958,-34.215442
NSW,BERRIGAN,INDEPENDENT,162 JERILDERIE ST,2712,03 58852153,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,145.816109,-35.664609
VIC,BENALLA,INDEPENDENT,34 SYDNEY RD,3672,03 57613401,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,146.000596,-36.547258
VIC,COHUNA,CALTEX,MURRAY VALLEY HWY,3568,03 54562650,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,144.213023,-35.799611
TAS,CAMBRIDGE,CALTEX,263 KENNEDY DRIVE,7170,03 62280128,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,147.486209,-42.831701
VIC,BENDIGO EAST,INDEPENDENT,40A ROHS RD,3550,03 54468300,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,144.264502,-36.732936
WA,BEECHBORO,CALTEX,495 BEECHBORO RD,6063,08 93786737,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,115.924694,-31.868354
VIC,TORQUAY,CALTEX,55 SURFCOAST HIGHWAY,3228,03 52613476,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,Y,144.316841,-38.329254
QLD,BUNDABERG,CALTEX,2 COLLINS ST,4670,07 41522996,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,1,Y,N,Y,152.370583,-24.855422
NSW,COROWA,CALTEX,161 CEMETERY RD,2646,02 60330237,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,146.368808,-35.992219
NSW,CASIN,CALTEX,32 DYRAABA ST,2470,02 66622155,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,153.044303,-28.85509
NSW,KYOGLE,CALTEX,6367 KYOGLE RD,2474,,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,1,N,N,N,153.003896,-28.618018
WA,ALBANY,AMPOL,107 CHESTER PASS RD,6330,08 98412300,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,117.872715,-34.995582
WA,ALBANY,CALTEX,111 CHESTER PASS RD,6330,08 98429384,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,1,N,N,N,117.872769,-34.99545
WA,CHADWICK ESPERANCE,CALTEX,LOT 6 HARBOUR ROAD,6450,08 90712394,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,1,N,N,Y,121.892376,-33.86995
WA,KATANNING,CALTEX,CNR CLIVE & BEAUFORT STREETS,6317,08 98211233,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,117.552443,-33.692971
