Name,LocationNo,Street,Town,State,Postcode,Phone,Unlead,PremiumUnlead,BPUltimate, E10, Diesel, Any_Autogas, Hours_24, Trailers, LPGBottle, Toilets, CarWash, CleanGo, SuperWash, Other, Pay, EFTPOS, GIFT_CARD, ATM, Restaurant, TruckStops, Express, BP_UltimateDiesel,Latitude,Longitude
BP One Stop -Warrnambool,1269,922-924 Raglan Pde,Warrnambool,VIC,3280,03 5561 1781,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,-38.36963624,142.4692575
BP One Stop Mount Gambier,5301,163 Commercial St East,Mount Gambier East,SA,5290,08 8723 1744,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-37.83179582,140.7918155
BP Orbit,4695,Cnr Gladstone Rd & Kroombit St,Biloela,QLD,4715,07 4992 1554,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-24.40050219,150.514929
BP Outbound,1508,171 - 173 Hume Hwy,Somerton,VIC,3062,03 9308 6999,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,-37.62883337,144.9475909
BP Ouyen Fuel and Food,5964,1 Farrell Street,Ouyen,VIC,3490,03 5092 2688,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,,N,Y,N,N,Y,N,N,N,-35.07101737,142.3194181
BP Oval,9027,101 Adelaide Rd,Murray Bridge,SA,5253,08 8532 3423,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-35.12333039,139.2640474
BP Overlander Roadhouse,6772,North West Coastal Highway,Hamelin Pool,WA,6532,08 9942 5916,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,,N,Y,N,Y,Y,N,N,N,-26.46257223,114.4825488
BP Oxley,383,945 Oxley Rd,Oxley,QLD,4075,07 3278 0211,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,-27.55311209,152.9787193
BP Ozigo Motor Market,2535,Ewingsdale Road,Byron Bay,NSW,2481,02 6685 8140,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,-28.63795875,153.5859176
BP Palms Auto Port,9302,907 Stuart Hwy,Darwin,NT,830,08 8932 2891,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-12.45821558,130.9722827
BP Palms Depot OPT,6908,North West Coastal Highway,,CARNARVON,WA,6701,08 9941 8201,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-24.88529439,113.7062201
BP Parafield Gardens,9137,492 Salisbury Hwy,Parafield Gardens,SA,5107,08 8258 1065,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-34.79125493,138.6161565
BP Parkes Truckstop,9552,1 Forbes Street,Parkes,NSW,2870,02 6862 1188,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,-33.14304812,148.1709757
BP Parklands,1874,85 Forest Ave,Bunbury,WA,6230,08 9721 3742,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,-33.38708209,115.6273162
BP PARKWAY,7361,450 QUAKERS HILL PARKWAY,QUAKERS HILL,NSW,2763,02 9837 0002,Y,Y,Y,,Y,Y,,,,,N,N,N,,,,,,,,N,N,-33.73020712,150.9024376
BP Parkwood,1980,Olsen Ave & Napper Rd,Labrador,QLD,4215,07 5594 6133,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,-27.95402923,153.3837533
BP Pearcedale,7101,75-99 Baxter Tooradin Road,Pearcedale,VIC,3912,03 5978 7244,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,-38.20255883,145.232113
BP Penola & Dca,5149,90 Church St,Penola,SA,5277,08 8737 2355,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,-37.37482074,140.8363578
BP Penshurst,4452,494 Forest Rd,Penshurst,NSW,2222,02 9580 1223,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,-33.96334394,151.0900793
BP Peppermint Grove,6519,533 Stirling Hwy,Cottesloe,WA,6011,08 9384 0386,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,-31.99685897,115.7634425
BP Picton,951,403 Hume Hwy,Picton,NSW,2571,02 4677 1535,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,-34.22640295,150.6707024
BP Pine Creek,307,44 Moule St,Pine Creek,NT,847,08 8976 1217,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-13.82550764,131.8339608
BP Pine Valley,597,698 Snowy Mountain Hwy,Cooma West,NSW,2630,02 6452 4519,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-36.24560753,149.0534174
BP Pinnaroo,5148,Adelaide Road,Pinnaroo,SA,5304,08 8577 8271,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-35.26767618,140.9101157
BP Pitstop,1705,13 Wallington Rd,Ocean Grove,VIC,3226,03 5255 5831,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-38.26637269,144.5144768
BP PitStop Garage Geurie,1166,Mitchell Hwy,GEURIE,NSW,2831,02 6887 1396,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,-32.3923141,148.8209661
BP Placid Ark,6085,6947 South Western Highway,Coolup,WA,6214,08 9530 3293,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-32.72702367,115.8818848
BP Plantation,3275,1400 Dandenong Rd,OAKLEIGH,VIC,3166,03 95682204,Y,Y,Y,,Y,Y,Y,N,Y,Y,,,,,,Y,Y,Y,,,N,N,-37.89342114,145.0900282
BP Point Cook,7303,144e-144f Point Cook Rd,Seabrook,VIC,3028,03 8353 9270,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-37.88057208,144.7572245
BP Port Augusta Truckstop,5023,Stuart Highway,Port Augusta,SA,5700,08 8641 0202,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,N,-32.42162629,137.6767855
BP Port Hedland,1927,90 Andersons St,Port Hedland,WA,6721,08 9173 1081,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-20.31217856,118.5873943
BP Port Hedland Truckstop,2257,954 Great Northern Hwy,Port Hedland,WA,6721,08 9173 1081,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,N,Y,Y,Y,N,Y,N,N,N,-20.37200271,118.6327373
BP Port Kembla,4751,Cnr Wentworth Rd and Church Street,Port Kembla,NSW,2505,02 4276 2445,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,-34.48424713,150.9048648
BP Port Lincoln,2121,1 London Street,Port Lincoln,SA,5606,08 8682 4774,Y,N,Y,N,Y,n,n,N,Y,Y,N,N,N,,N,Y,n,n,N,N,N,N,-34.72478951,135.8706257
BP Port Pirie,5434,328 Senate Road,Port Pirie,SA,5540,,Y,n,Y,N,Y,Y,N,N,n,Y,N,N,N,,N,Y,n,Y,N,N,N,N,-33.19852181,137.9974826
BP Port Pirie Ellen St,6976,200 Ellen St,Port Pirie,SA,5540,08 8632 1940,Y,Y,Y,n,Y,Y,n,n,Y,Y,n,n,n,,n,Y,Y,Y,n,n,n,n,-33.18031293,138.0113674
BP Port Plaza,7186,Ocean Drive,Port Macquarie,NSW,2444,02 6582 3880,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,-31.46777288,152.9063579
BP Portland,77,145 Percy St,Portland,VIC,3305,03 5523 3300,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-38.34158547,141.603718
BP Potts Hill Truckstop,2887,155 - 157 Rookwood Rd,Yagoona,NSW,2199,02 9790 5377,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,N,-33.89909435,151.0373453
BP Poultons Garage,8639,70 Main Rd,Riddells Creek,VIC,3431,03 5428 6362,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-37.46280696,144.675758
BP Princess Road,6179,106 Princess Rd,Balga,WA,6106,08 9349 6209,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,-31.85641274,115.8372772
BP Proserpine,1489,Bruce Hwy,Prosperine,QLD,4800,07 4945 3777,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-20.41097745,148.5931741
BP Quairading,6561,Lot 6 York Rd,Quairrading,WA,6383,08 9645 1230,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-32.01363468,117.3919511
BP QUEANBEYAN (YASS RD),1300,52 Yass Rd,QUEANBEYAN,NSW,26620,02 6297 8777,Y,,Y,Y,Y,Y,,N,Y,Y,,,N,,,Y,N,Y,,,N,,-35.34128919,149.2445175
BP RAGLAN (NSW),7308,39 Sydney Road,Raglan,NSW,2795,02 6337 3739,N,Y,Y,Y,Y,Y,N,,Y,,N,,,Y,,,,,,,N,N,-33.41902945,149.6055163
BP Redcliff,2123,419 Great Eastern Hwy,Redcliff,WA,6104,08 9277 9755,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-31.93040614,115.9449574
BP Redland Bay,4366,Cnr Redland Bay & Double Jump Rd,Redland Bay,QLD,4165,07 3206 8514,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,-27.60628986,153.2886498
BP Regents Park,465,3484 Mt Lindsay Highway,Regents Park,QLD,4118,07 3809 2813,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-27.67561708,153.0311587
BP Renmark,5963,292 Renmark Avenue,Renmark,SA,5341,n/a,Y,n,Y,n,Y,,n,n,n,Y,n,n,n,,n,Y,Y,n,n,n,n,n,-34.18103173,140.7368812
BP renner Springs Desert,8597,Stuart Highway,Renner Springs,NT,862,08 8964 4505,Y,N,n,n,Y,Y,n,n,n,Y,n,n,n,,n,n,n,Y,n,n,n,n,-18.311507,133.79631
BP Reynella,7359,133 Old South Road,Reynella,SA,5161,08 8387 9261,,,,,,,,,,,,,,,,,,,,,,,-35.09625557,138.5363484
BP Rio Don,6753,19038 Bruce Hwy,Delta,QLD,4805,07 4785 2300,Y,n,N,Y,Y,y,Y,y,Y,y,n,n,n,,n,y,n,y,y,n,n,n,-20.01626305,148.1900557
BP Rio Motors,37,410 St Georges Rd,Thornbury,VIC,3071,03 9484 2965,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-37.75589226,144.9943174
BP Riverhills,7246,138 Riverhills Rd (Crn Horizon Drive),Riverhills,QLD,4074,07 3376 3022,Y,Y,Y,N,Y,N,N,,,,N,N,N,,,Y,Y,Y,,,N,N,-27.55807343,152.9139996
BP Riverside,608,214 - 216 West Tamar Hwy,Riverside,TAS,7250,03 6327 3923,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,-41.39426991,147.0776559
BP Riverside,2494,111 - 117 River St,Maclean,NSW,2463,02 6645 2237,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-29.44949803,153.2010012
BP Riverway,6752,1231 Riverway Drive,Rassmussen,QLD,4815,07 4774 0566,y,n,y,n,y,y,y,n,y,n,n,n,n,,n,y,n,y,n,n,n,n,-19.36378583,146.7317673
BP Roadhouse & Tourist Park,328,23 Garland Street ,Mount Surprise,QLD,4871,07 4062 3153,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-18.14668522,144.319221
BP Roadhouse Charleville,5765,50 Wills Street,Charleville,QLD,4470,n/a,Y,Y,n,n,Y,Y,n,n,n,Y,n,n,n,,n,Y,n,n,n,n,n,n,-26.40360675,146.2415528
BP Roadhouse Ravensthorpe,6114,Cnr Morgan St & Queen St,Ravensthorpe,WA,6346,08 9838 1047,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,-33.58183265,120.0446008
BP Robinson Road,1764,Cnr Robinson Rd & Kirby St,Aspley,QLD,4034,07 3263 4325,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,-27.36516492,153.02645
BP Rochester,337,Cnr Mary & Ramsey Sts,Rochester,VIC,3561,03 5484 1499,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,-36.36036491,144.6989866
BP Rockbank Truckstop,6719,1789 Western Freeway,Rockbank,VIC,3335,(03) 9747 1544,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,,N,Y,Y,Y,Y,Y,N,N,-37.72906675,144.6607146
BP Roebourne,6315,151 Roe St,Roebourne,WA,6718,08 9182 1234,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,-20.76577788,117.1466265
BP Roebuck Plains,6708,136 Broome Rd,Broome,WA,6725,08 9192 1880,Y,Y,Y,n,Y,Y,n,n,N,Y,n,n,n,,n,Y,Y,N,Y,N,n,N,-17.94542452,122.2371097
BP Rollingstone,1967,Bruce Hwy,Rollingstone,QLD,4816,07 4770 7343,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,-22.05707901,149.4911516
BP Roma Truckstop,4382,Mitchell Rd,Roma,QLD,4455,07 4622 4400,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,-26.57176226,148.7904055
BP Rooksby,3224,Cnr Canterbury & Rooks Rds,Vermont,VIC,3133,03 9874 6699,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,-37.83672241,145.1881961
BP Rosebery,653,7 Arthur St,Rosebery,TAS,7470,03 6473 1193,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-41.77878958,145.5397654
BP Rosedale Store & News,507,78 James St,Rosedale,QLD,4674,07 4156 5171,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-24.62947491,151.9139149
BP Rosegarden,6161,129 Stirling Hwy,Nedlands,WA,6009,08 9386 1014,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,-31.97979217,115.7982714
BP Rossmore,4784,Lot 1 832 дус 850 Bringelly Rd,Rossmore,NSW,2171,02 9606 4064,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,,Y,N,N,N,N,-33.93337525,150.8434934
BP Roundabout,9105,52 Bookpurong Terrace,Loxton,SA,5333,08 8584 7774,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-34.45253177,140.5700301
BP Roxby Downs,5500,26 Olympic Way,Roxby Downs,SA,5725,08 8671 0646,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,,N,Y,N,Y,N,N,N,N,-30.55326855,136.8943121
BP Rutherford,49,360 New England Highway,Rutherford,NSW,2320,02 4932 3302,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-32.71012049,151.516752
BP Salamander Bay,5468,163 Salamander Way,SALAMANDER BAY,NSW,2317,02 4982 0633,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-32.73737273,152.1068618
BP Salisbury,4212,Cnr Bye St & Evans Rd,Salisbury,QLD,4107,07 3277 4079,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-27.54615892,153.0381217
BP Salt Ash,7239,Cnr Richardson & Nelson Bay Rd,SALT ASH,NSW,2318,02 4982 6644,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,,N,Y,N,Y,N,N,N,N,-32.79015069,151.9183871
BP Saltwater,6961,15 Saltwater Creek Rd,Maryborough,QLD,4650,07 4121 3215,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-25.52646722,152.7074241
BP Sandy Bay,7056,615 Sandy Bay Rd,Sandy Bay,TAS,7005,03 6225 1346,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,-42.91337264,147.3550412
BP Sans Souci,9564,Cnr Rocky Point Rd & Russell Ave,Sans Souci,NSW,2219,02 9529 3910,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,-33.99270153,151.1317441
BP Sarina,1491,Broad St,Sarina,QLD,4737,07 4956 1362,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,-21.41946472,149.2162226
BP Scamander,675,122 - 124 Scamander Ave,Scamander,TAS,7216,03 6372 5193,Y,Y,N,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,-41.45647463,148.2625087
BP Scone,7073,18-30 Kelly Street,SCONE,NSW,2337,02 6545 1373,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-32.04055422,150.865522
BP Serpentine,5461,13 LODDON VALLEY HIGHWAY,DURHAM OX,VIC,3576,03 5437 8223,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-36.1242125,143.9216967
BP Seven Hills,985,156 Prospect Hwy,Seven Hills,NSW,2147,02 9674 4993,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,-33.76945693,150.9413666
BP Seven Knights,2543,94 Rouse Street,Tenterfield,NSW,2372,02 6736 2005,Y,n,Y,n,Y,Y,n,Y,Y,Y,n,n,n,,n,Y,n,Y,Y,N,n,n,-29.06231623,152.0169807
BP Seymour,3053,58 Anzac Ave,Seymour,VIC,3660,03 5792 4334,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-37.0283001,145.1417894
BP Shakespeare,1494,114 Shakespeare St,Mackay,QLD,4740,07 4951 1261,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-21.14738283,149.1898097
BP Shalvey,928,481 Luxford Road,MOUNT DRUITT,NSW,2770,02 96282178,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-33.72947542,150.8053566
BP Sheridan Street,5858,238 Sheridan Street,CAIRNS,QLD,4870,07 4031 9211,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-16.91055582,145.7634968
BP Shinju,6738,108 Guy Street,Broome,WA,6725,08 91937833,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,-17.9639063,122.2238793
BP Silkstone,4995,134 Blackstone Rd,Silkstone,QLD,4304,07 3281 3766,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,-27.6215459,152.7895514
BP Silver Sands,1993,187 Mandurah Tce,Mandurah,WA,6210,08 9535 1679,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,-32.51967132,115.7313497
BP Silverwater,986,Cnr Silverwater & Egerton Sts,Silverwater,NSW,2128,02 9748 2431,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-33.83593265,151.0475335
BP Sims Rd Bundaberg,6963,Cnr Barolin St & Sims Rd,Walkervale,QLD,4670,07 4153 1599,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,-24.88892285,152.3583825
BP Singleton,2969,53 George St,Singleton,NSW,2230,02 65723659,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-32.56204207,151.1753907
BP Skye,5793,510 WESTERN PORT HIGHWAY,Cranbourne West,VIC,3977,03 9789 8400,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,-38.08199493,145.2408944
BP Smithfield,9567,846 The Horsley Dr,Smithfield,NSW,2164,02 9609 7065,N,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,-33.85155223,150.9255927
BP Smithfield Cairns,7007,1067 Captain Cook Highway,SMITHFIELD,QLD,4878,07 4038 3055,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-16.83074769,145.6927981
BP Smithton Dca,7721,Bass Hwy,Smithton,TAS,7330,03 6431 6922,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-40.84436956,145.1849965
BP Snowtown,6977,100 Mile Roadhouse Highway One,Snowtown,SA,5520,08 8865 2212,Y,Y,Y,n,Y,Y,n,Y,Y,Y,n,n,n,,n,Y,Y,Y,Y,n,n,n,-33.77301619,138.2041374
BP Somerset,617,93 Bass Hwy,Somerset,TAS,7322,03 6435 1413,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,-41.03600467,145.8253086
BP Sorell,650,38 Gordon St,Sorell,TAS,7172,03 6265 2422,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-42.78621399,147.5619213
BP Sorrento,6512,128 West Coast Dr,Sorrento,WA,6020,08 9448 1424,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,-31.83236115,115.7476245
BP South Broken Hill,2521,90 Patton St,Broken Hill,NSW,2880,08 8088 5616,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-31.98097728,141.4590609
BP South Bunbury,1875,190 Spencer St,South Bunbury,WA,6230,08 9721 3704,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-33.34536385,115.6407481
BP South Coast Marine,5857,25 Hutchinson Street,Goolwa,SA,5214,08 8555 2211,Y,n,Y,n,Y,n,n,n,n,Y,n,n,n,,n,Y,n,n,n,n,n,n,-35.50515069,138.7804381
BP South Coffs Harbour,2279,380 Pacific Hwy,Coffs Harbour,NSW,2450,02 6658 0488,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-30.31754145,153.0903648
BP South Cranbourne,4593,1025 - 1045 Frankston-Cranbourne Rd,Cranbourne,VIC,3977,03 5995 2544,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,-38.11049544,145.2619106
BP South Glenrowan,3293,Hume Hwy,Glenrowan,VIC,3675,03 5766 2614,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-36.46440157,146.2162
BP South Hedland,1928,Cnr Thossell & Forrest Circle,South Hedland,WA,6722,08 9172 1680,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,-20.41415463,118.5964015
BP South Moorebank,8491,80 Heathcote Rd,Moorebank,NSW,2170,02 9822 4914,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-33.93558097,150.9353271
BP South Rockhampton,1496,168 Gladstone Rd,Rockhampton,QLD,4700,07 4922 4651,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-23.40016,150.5055807
BP South Service Station,9025,114 Swanport Road,Murray Bridge,SA,5253,08 8532 2134,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,-35.13130147,139.2805221
BP South Shepparton,3189,Goulburn Valley Hwy,Shepparton,VIC,3631,03 5823 2070,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-36.34778954,145.4021932
BP South Turramurra,9575,213 Kissing Point Rd,South Turramurra,NSW,2074,02 9144 5813,N,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-33.74849863,151.1119376
BP South West Highway,6824,269 South Western Highway,Armadale,WA,6112,08 9497 9013,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,-32.16882535,116.0145872
BP Southbound,688,34 William St,Devonport,TAS,7310,03 6424 4284,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-41.18681921,146.3489492
BP Southbridge,9031,186 Main North Rd,Clare,SA,5453,08 8842 4205,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-33.83642777,138.6142613
BP Southern Cross,1932,Cnr Great Eastern Hwy & Spicia St,Southern Cross,WA,6426,08 9049 1162,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,-31.23249528,119.3308316
BP Southgate,5832,Cnr Ray Jones Dve & Kate St,PORTSMITH,QLD,4870,07 4033 0355,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-16.95208195,145.7519185
BP Southvale,3217,Cnr Rose & Bell Sts,Coburg,VIC,3058,03 9350 4443,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-37.73945388,144.9478423
BP Spencer Park,6690,27 Angove St,Albany,WA,6330,08 9841 3813,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-35.00920497,117.8995376
BP Springwood,2493,28 Great Western Hwy,Valley Heights,NSW,2777,02 4751 6191,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-33.70161305,150.5818365
BP St George,1498,85 Victoria St,St George,QLD,4487,07 4625 3425,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-28.03451702,148.5832689
