Name, LocationNo, Street, Town, State, Postcode, Phone, Unlead, PremiumUnlead, BPUltimate, E10, Diesel, Any_Autogas, Hours_24, Trailers, LPGBottle, Toilets, CarWash, CleanGo, SuperWash, Other, Pay, EFTPOS, GIFT_CARD, ATM, Restaurant, TruckStops, Express, BP_UltimateDiesel,
BP On the Run Broadview,9099,150 Hampstead Rd,Broadview,SA,5083,08 8261 1855,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,
BP On the Run Cavan,5203,144-146 Port Wakefield Rd,Cavan,SA,5094,08 8359 1333,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,
BP On the Run Christies Beach,3072,124 Beach Rd,Christies Beach,SA,5165,08 8384 4510,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,
BP On the Run Clarence Park,5600,340 Goodwood Road,Clarence Park,SA,5034,08 8357 0711,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,N,,N,Y,Y,Y,Y,N,N,Y,
BP On the Run Coastline,9117,35 Gulfview Rd,Christies Beach,SA,5165,08 8382 1864,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,
BP On the Run Croydon,3086,231 - 237 South Road,Ridleyton,SA,5008,08 8241 7599,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,
BP On the Run Darlington,5945,1483 South Rd,Darlington,SA,5047,08 8296 4032,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,
BP On the Run Davoren Park,6750,41 Peachy Rd,Davoren Park,SA,5113,08 8252 4068,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,
BP On the Run Dernancourt,5942,819-821 Lower North East Rd,Dernancourt,SA,5075,08 8165 0794,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,
BP On the Run Erindale,5098,372 Kingston Road,Erindale,SA,5066,08 8332 1245,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,
BP On the Run Evandale,4650,89 Portrush Rd,Evandale,SA,5069,08 8132 1727,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,
BP On the Run Flinders Park,5966,150 GRANGE ROAD,FLINDERS PARK,SA,5025,08 8340 4390,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,
BP On the Run Fulham,5972,510 Henly Beach Rd,Fulham,SA,5024,08 8355 0344,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,
BP On the Run Hazelwood Park,5795,560 GLYNBURN ROAD,HAZELWOOD PARK,SA,5066,08 8332 5166,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,Y,
BP On the Run Hillcrest,5950,431 North East Rd,Hillcrest,SA,5086,08 8261 2880,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,Y,
BP On the Run Holden Hill,5965,724 North East Road,Holden Hill,SA,5088,08 8833 9777,Y,Y,Y,N,N,Y,N,N,N,N,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,
BP On the Run Hyde Park,9122,17 King William Road,Unley,SA,5061,08 8271 4333,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,Y,
BP On The Run Kensington,5949,294 The Parade,KENSINGTON,SA,5068,08 8333 9760,Y,Y,N,N,Y,Y,Y,N,Y,,N,,N,N,N,,Y,Y,N,N,,Y,
BP On The Run Kilburn,5344,427 Churchhill Rd,Kilburn,SA,5084,08 8260 4433,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,
BP On The Run Kurrulta Park,5898,490 South Rd,Kurrulta Park,SA,5037,08 8351 6766,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,
BP On The Run Newton,5957,72 Gorge Rd,Newton,SA,5074,08 8337 3555,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,
BP On The Run Norwood,5772,76 The Parade,Norwood,SA,5067,08 8363 6127,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,Y,
BP On The Run Parabanks,4745,106 - 110 Salisbury Highway,Salisbury,SA,5108,08 8281 4914,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,Y,
BP On The Run Pasadena,5513,14 Fiveash Drive (Cnr Painter),Pasadena,SA,5042,08 8277 5755,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,Y,
BP On The Run Phillip Highway,4655,Cnr Phillip Hwy & Short Rd,Elizabeth,SA,5112,08 8252 7399,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,
BP On The Run Plympton,5939,279 Anzac Highway,Plympton,SA,5038,08 82937870,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,
BP On The Run Pooraka,5225,126 Bridge Rd,Pooraka,SA,5095,08 8262 4332,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,
BP On The Run Roseville,9021,125 Grand Junction Rd,Rosewater,SA,5013,08 8447 1819,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,
BP On The Run Shandon,5346,356 Tapley Hill Rd,Seaton,SA,5023,08 8353 6546,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,
BP On The Run St Marys,5518,1181 South Road,St Marys,SA,5042,08 8357 5911,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,
BP On The Run Stepney,94,90 Payneham Road,Stepney,SA,5069,08 8362 8699,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,
BP On The Run Wayville,92,51 GOODWOOD ROAD,WAYVILLE,SA,5034,08 8373 6077,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,
BP On The Run West Beach,5775,89 Military Road,West Beach,SA,5024,08 8235 9496,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,
BP On The Run West Terrace,3171,41 - 49 West Tce,Adelaide,SA,5000,08 8410 6888,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,
BP On The Run Woodville Park,9208,81 David Tce,Woodville Park,SA,5011,08 8445 1399,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,
BP On The Run Woodville West,5941,940 Port Rd,Woodville West,SA,5011,08 8244 1572,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,
BP On Yaamba,7083,Cnr Richardson & Yaamba Rds,Rockhampton North,QLD,4701,07 4928 2047,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP One Stop - Warrnambool,3545,98 Mortlake Road,Warrnambool,VIC,3280,03 5561 1353,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP One Stop -Warrnambool,1269,922-924 Raglan Pde,Warrnambool,VIC,3280,03 5561 1781,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,
BP One Stop Mount Gambier,5301,163 Commercial St East,Mount Gambier East,SA,5290,08 8723 1744,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Orbit,4695,Cnr Gladstone Rd & Kroombit St,Biloela,QLD,4715,07 4992 1554,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Outbound,1508,171 - 173 Hume Hwy,Somerton,VIC,3062,03 9308 6999,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,
BP Ouyen Fuel and Food,5964,1 Farrell Street,Ouyen,VIC,3490,03 5092 2688,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,,N,Y,N,N,Y,N,N,N,
BP Oval,9027,101 Adelaide Rd,Murray Bridge,SA,5253,08 8532 3423,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Overlander Roadhouse,6772,North West Coastal Highway,Hamelin Pool,WA,6532,08 9942 5916,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,,N,Y,N,Y,Y,N,N,N,
BP Oxley,383,945 Oxley Rd,Oxley,QLD,4075,07 3278 0211,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Ozigo Motor Market,2535,Ewingsdale Road,Byron Bay,NSW,2481,02 6685 8140,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,
BP Palms Auto Port,9302,907 Stuart Hwy,Darwin,NT,830,08 8932 2891,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Palms Depot OPT,6908,North West Coastal Highway,,CARNARVON,WA,6701,08 9941 8201,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
BP Parafield Gardens,9137,492 Salisbury Hwy,Parafield Gardens,SA,5107,08 8258 1065,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Parkes Truckstop,9552,1 Forbes Street,Parkes,NSW,2870,02 6862 1188,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,
BP Parklands,1874,85 Forest Ave,Bunbury,WA,6230,08 9721 3742,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,
BP PARKWAY,7361,450 QUAKERS HILL PARKWAY,QUAKERS HILL,NSW,2763,02 9837 0002,Y,Y,Y,,Y,Y,,,,,N,N,N,,,,,,,,N,N,
BP Parkwood,1980,Olsen Ave & Napper Rd,Labrador,QLD,4215,07 5594 6133,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,
BP Pearcedale,7101,75-99 Baxter Tooradin Road,Pearcedale,VIC,3912,03 5978 7244,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,
BP Penola & Dca,5149,90 Church St,Penola,SA,5277,08 8737 2355,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,
BP Penshurst,4452,494 Forest Rd,Penshurst,NSW,2222,02 9580 1223,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,
BP Peppermint Grove,6519,533 Stirling Hwy,Cottesloe,WA,6011,08 9384 0386,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,
BP Picton,951,403 Hume Hwy,Picton,NSW,2571,02 4677 1535,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,
BP Pine Creek,307,44 Moule St,Pine Creek,NT,847,08 8976 1217,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,
BP Pine Valley,597,698 Snowy Mountain Hwy,Cooma West,NSW,2630,02 6452 4519,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Pinnaroo,5148,Adelaide Road,Pinnaroo,SA,5304,08 8577 8271,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,
BP Pitstop,1705,13 Wallington Rd,Ocean Grove,VIC,3226,03 5255 5831,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,
BP PitStop Garage Geurie,1166,Mitchell Hwy,GEURIE,NSW,2831,02 6887 1396,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Placid Ark,6085,6947 South Western Highway,Coolup,WA,6214,08 9530 3293,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,
BP Plantation,3275,1400 Dandenong Rd,OAKLEIGH,VIC,3166,03 95682204,Y,Y,Y,,Y,Y,Y,N,Y,Y,,,,,,Y,Y,Y,,,N,N,
BP Point Cook,7303,144e-144f Point Cook Rd,Seabrook,VIC,3028,03 8353 9270,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,
BP Port Augusta Truckstop,5023,Stuart Highway,Port Augusta,SA,5700,08 8641 0202,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,N,
BP Port Hedland,1927,90 Andersons St,Port Hedland,WA,6721,08 9173 1081,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Port Hedland Truckstop,2257,954 Great Northern Hwy,Port Hedland,WA,6721,08 9173 1081,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,N,Y,Y,Y,N,Y,N,N,N,
BP Port Kembla,4751,Cnr Wentworth Rd and Church Street,Port Kembla,NSW,2505,02 4276 2445,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,
BP Port Lincoln,2121,1 London Street,Port Lincoln,SA,5606,08 8682 4774,Y,N,Y,N,Y,n,n,N,Y,Y,N,N,N,,N,Y,n,n,N,N,N,N,
BP Port Pirie,5434,328 Senate Road,Port Pirie,SA,5540,,Y,n,Y,N,Y,Y,N,N,n,Y,N,N,N,,N,Y,n,Y,N,N,N,N,
BP Port Pirie Ellen St,6976,200 Ellen St,Port Pirie,SA,5540,08 8632 1940,Y,Y,Y,n,Y,Y,n,n,Y,Y,n,n,n,,n,Y,Y,Y,n,n,n,n,
BP Port Plaza,7186,Ocean Drive,Port Macquarie,NSW,2444,02 6582 3880,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,
BP Portland,77,145 Percy St,Portland,VIC,3305,03 5523 3300,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Potts Hill Truckstop,2887,155 - 157 Rookwood Rd,Yagoona,NSW,2199,02 9790 5377,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,N,
BP Poultons Garage,8639,70 Main Rd,Riddells Creek,VIC,3431,03 5428 6362,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Princess Road,6179,106 Princess Rd,Balga,WA,6106,08 9349 6209,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Proserpine,1489,Bruce Hwy,Prosperine,QLD,4800,07 4945 3777,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,
BP Quairading,6561,Lot 6 York Rd,Quairrading,WA,6383,08 9645 1230,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,
BP QUEANBEYAN (YASS RD),1300,52 Yass Rd,QUEANBEYAN,NSW,26620,02 6297 8777,Y,,Y,Y,Y,Y,,N,Y,Y,,,N,,,Y,N,Y,,,N,,
BP RAGLAN (NSW),7308,39 Sydney Road,Raglan,NSW,2795,02 6337 3739,N,Y,Y,Y,Y,Y,N,,Y,,N,,,Y,,,,,,,N,N,
BP Redcliff,2123,419 Great Eastern Hwy,Redcliff,WA,6104,08 9277 9755,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,
BP Redland Bay,4366,Cnr Redland Bay & Double Jump Rd,Redland Bay,QLD,4165,07 3206 8514,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Regents Park,465,3484 Mt Lindsay Highway,Regents Park,QLD,4118,07 3809 2813,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,
BP Renmark,5963,292 Renmark Avenue,Renmark,SA,5341,n/a,Y,n,Y,n,Y,,n,n,n,Y,n,n,n,,n,Y,Y,n,n,n,n,n,
BP renner Springs Desert,8597,Stuart Highway,Renner Springs,NT,862,08 8964 4505,Y,N,n,n,Y,Y,n,n,n,Y,n,n,n,,n,n,n,Y,n,n,n,n,
BP Reynella,7359,133 Old South Road,Reynella,SA,5161,08 8387 9261,,,,,,,,,,,,,,,,,,,,,,,
BP Rio Don,6753,19038 Bruce Hwy,Delta,QLD,4805,07 4785 2300,Y,n,N,Y,Y,y,Y,y,Y,y,n,n,n,,n,y,n,y,y,n,n,n,
BP Rio Motors,37,410 St Georges Rd,Thornbury,VIC,3071,03 9484 2965,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Riverhills,7246,138 Riverhills Rd (Crn Horizon Drive),Riverhills,QLD,4074,07 3376 3022,Y,Y,Y,N,Y,N,N,,,,N,N,N,,,Y,Y,Y,,,N,N,
BP Riverside,608,214 - 216 West Tamar Hwy,Riverside,TAS,7250,03 6327 3923,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,
BP Riverside,2494,111 - 117 River St,Maclean,NSW,2463,02 6645 2237,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Riverway,6752,1231 Riverway Drive,Rassmussen,QLD,4815,07 4774 0566,y,n,y,n,y,y,y,n,y,n,n,n,n,,n,y,n,y,n,n,n,n,
BP Roadhouse & Tourist Park,328,23 Garland Street ,Mount Surprise,QLD,4871,07 4062 3153,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Roadhouse Charleville,5765,50 Wills Street,Charleville,QLD,4470,n/a,Y,Y,n,n,Y,Y,n,n,n,Y,n,n,n,,n,Y,n,n,n,n,n,n,
BP Roadhouse Ravensthorpe,6114,Cnr Morgan St & Queen St,Ravensthorpe,WA,6346,08 9838 1047,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,
BP Robinson Road,1764,Cnr Robinson Rd & Kirby St,Aspley,QLD,4034,07 3263 4325,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,
BP Rochester,337,Cnr Mary & Ramsey Sts,Rochester,VIC,3561,03 5484 1499,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,
BP Rockbank Truckstop,6719,1789 Western Freeway,Rockbank,VIC,3335,(03) 9747 1544,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,,N,Y,Y,Y,Y,Y,N,N,
BP Roebourne,6315,151 Roe St,Roebourne,WA,6718,08 9182 1234,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,
BP Roebuck Plains,6708,136 Broome Rd,Broome,WA,6725,08 9192 1880,Y,Y,Y,n,Y,Y,n,n,N,Y,n,n,n,,n,Y,Y,N,Y,N,n,N,
BP Rollingstone,1967,Bruce Hwy,Rollingstone,QLD,4816,07 4770 7343,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,
BP Roma Truckstop,4382,Mitchell Rd,Roma,QLD,4455,07 4622 4400,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,
BP Rooksby,3224,Cnr Canterbury & Rooks Rds,Vermont,VIC,3133,03 9874 6699,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,
BP Rosebery,653,7 Arthur St,Rosebery,TAS,7470,03 6473 1193,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Rosedale Store & News,507,78 James St,Rosedale,QLD,4674,07 4156 5171,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Rosegarden,6161,129 Stirling Hwy,Nedlands,WA,6009,08 9386 1014,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Rossmore,4784,Lot 1 832 â€“ 850 Bringelly Rd,Rossmore,NSW,2171,02 9606 4064,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,,Y,N,N,N,N,
BP Roundabout,9105,52 Bookpurong Terrace,Loxton,SA,5333,08 8584 7774,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Roxby Downs,5500,26 Olympic Way,Roxby Downs,SA,5725,08 8671 0646,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,,N,Y,N,Y,N,N,N,N,
BP Rutherford,49,360 New England Highway,Rutherford,NSW,2320,02 4932 3302,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Salamander Bay,5468,163 Salamander Way,SALAMANDER BAY,NSW,2317,02 4982 0633,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Salisbury,4212,Cnr Bye St & Evans Rd,Salisbury,QLD,4107,07 3277 4079,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Salt Ash,7239,Cnr Richardson & Nelson Bay Rd,SALT ASH,NSW,2318,02 4982 6644,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,,N,Y,N,Y,N,N,N,N,
BP Saltwater,6961,15 Saltwater Creek Rd,Maryborough,QLD,4650,07 4121 3215,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Sandy Bay,7056,615 Sandy Bay Rd,Sandy Bay,TAS,7005,03 6225 1346,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,
BP Sans Souci,9564,Cnr Rocky Point Rd & Russell Ave,Sans Souci,NSW,2219,02 9529 3910,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,
BP Sarina,1491,Broad St,Sarina,QLD,4737,07 4956 1362,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,
BP Scamander,675,122 - 124 Scamander Ave,Scamander,TAS,7216,03 6372 5193,Y,Y,N,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,
BP Scone,7073,18-30 Kelly Street,SCONE,NSW,2337,02 6545 1373,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Serpentine,5461,13 LODDON VALLEY HIGHWAY,DURHAM OX,VIC,3576,03 5437 8223,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Seven Hills,985,156 Prospect Hwy,Seven Hills,NSW,2147,02 9674 4993,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,
BP Seven Knights,2543,94 Rouse Street,Tenterfield,NSW,2372,02 6736 2005,Y,n,Y,n,Y,Y,n,Y,Y,Y,n,n,n,,n,Y,n,Y,Y,N,n,n,
BP Seymour,3053,58 Anzac Ave,Seymour,VIC,3660,03 5792 4334,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Shakespeare,1494,114 Shakespeare St,Mackay,QLD,4740,07 4951 1261,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Shalvey,928,481 Luxford Road,MOUNT DRUITT,NSW,2770,02 96282178,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Sheridan Street,5858,238 Sheridan Street,CAIRNS,QLD,4870,07 4031 9211,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Shinju,6738,108 Guy Street,Broome,WA,6725,08 91937833,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,
BP Silkstone,4995,134 Blackstone Rd,Silkstone,QLD,4304,07 3281 3766,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,
BP Silver Sands,1993,187 Mandurah Tce,Mandurah,WA,6210,08 9535 1679,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,
BP Silverwater,986,Cnr Silverwater & Egerton Sts,Silverwater,NSW,2128,02 9748 2431,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Sims Rd Bundaberg,6963,Cnr Barolin St & Sims Rd,Walkervale,QLD,4670,07 4153 1599,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,
BP Singleton,2969,53 George St,Singleton,NSW,2230,02 65723659,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Skye,5793,510 WESTERN PORT HIGHWAY,Cranbourne West,VIC,3977,03 9789 8400,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,
BP Smithfield,9567,846 The Horsley Dr,Smithfield,NSW,2164,02 9609 7065,N,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Smithfield Cairns,7007,1067 Captain Cook Highway,SMITHFIELD,QLD,4878,07 4038 3055,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Smithton Dca,7721,Bass Hwy,Smithton,TAS,7330,03 6431 6922,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,
BP Snowtown,6977,100 Mile Roadhouse Highway One,Snowtown,SA,5520,08 8865 2212,Y,Y,Y,n,Y,Y,n,Y,Y,Y,n,n,n,,n,Y,Y,Y,Y,n,n,n,
