State,Suburb,Brand,Address,Postcode,Phone,E10,ULP,PULP,VX98,LPG,Diesel,Biodiesel,Vortex Diesel,Eftpos,Workshop,OpenAllHours,Carwash,Disabled Toilet,ATM,BBQ Gas,Truckstop,Starcash,E-FLEX,VX95,Longitude,Latitude
VIC,SHEPPARTON,CALTEX,103-107 ARCHER ST,3630,03 58216712,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,No,145.4123730,-36.3857460
VIC,ST ARNAUD,CALTEX,BALLARAT RD,3478,03 54952209,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,No,143.2570000,-36.6150000
VIC,WEDDERBURN,CALTEX,HIGH ST,3518,03 54943079,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,No,143.6103200,-36.4137710
QLD,GAYNDAH,CALTEX,11 DALGANGAL RD,4625,07 41611911,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,151.6092350,-25.6197380
QLD,BRASSALL,CALTEX WOOLWORTHS,60 HUNTER STREET,4305,07 32018096,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,Yes,No,Yes,152.7456210,-27.5964630
NSW,INVERELL,CALTEX,55-59 RING ST,2360,02 67221020,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,,No,No,No,1,No,No,Yes,151.1104960,-29.7622730
NSW,NEMINGHA,CALTEX,428 ARMIDALE RD,2340,02 67609213,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,,No,No,No,1,No,No,No,150.9689490,-31.1201370
NSW,GLEN INNES,CALTEX,CHURCH ST CNR MEADE ST,2370,02 67322196,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,,No,Yes,Yes,1,No,No,Yes,151.7378930,-29.7369460
NSW,BERRIDALE,AMPOL,JINDABYNE ROAD,2628,02 64563212,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,148.8269910,-36.3654120
NT,PINE CREEK,INDEPENDENT,299 MILLER TCE,0847,08 89761019,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,131.8344650,-13.8213280
QLD,SLACKS CREEK,CALTEX,115-119 PARADISE RD,4127,07 32089827,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,No,Yes,153.1326010,-27.6406050
QLD,CAPALABA,CALTEX,129-131 REDLAND BAY ROAD,4157,07 32451098,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,Yes,Yes,153.1974380,-27.5307930
NSW,CASINO,CALTEX,96 CENTRE ST,2470,02 66625995,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,Yes,No,Yes,N,Yes,No,No,153.0453710,-28.8653540
NSW,LISMORE,CALTEX,136 WOODLARK ST,2480,02 66212951,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,N,Yes,No,Yes,153.2807270,-28.8084030
NSW,LISMORE,CALTEX,73-75 DAWSON ST,2480,02 66216811,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,Yes,No,Yes,153.2811930,-28.8089550
NSW,KYOGLE,CALTEX,26 SUMMERLAND WAY,2474,02 66321042,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,N,Yes,No,Yes,153.0036460,-28.6181800
NSW,KENTHURST,CALTEX,137 KENTHURST RD,2156,02 96543654,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,151.0052490,-33.6605510
NSW,LIGHTNING RIDGE,CALTEX,ONYX ST CNR MORILLA ST,2834,02 68290237,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,Yes,No,Yes,N,No,No,Yes,147.9747430,-29.4296540
QLD,RAVENSHOE,INDEPENDENT,16-18 MOFFAT STREET,4888,07 40976888,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,145.4869630,-17.6121790
WA,MILING,INDEPENDENT,LOT 100 MAIN ST,6575,08 99208000,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,,No,Yes,No,N,No,No,No,116.3616200,-30.4923600
SA,BLAIR ATHOL,WOOLWORTHS CALTEX,355 PROSPECT RD,5084,08 81625131,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,,No,No,Yes,N,No,No,Yes,138.5924820,-34.8630780
QLD,CHILDERS,WOOLWORTHS CALTEX,107 CHURCHILL ST,4660,07 41262460,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,,No,No,Yes,N,No,No,Yes,152.2743610,-25.2349260
QLD,BUNDABERG,WOOLWORTHS CALTEX,59 TAKALVAN ST,4670,07 41510239,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,,No,No,Yes,N,No,No,Yes,152.3285080,-24.8787760
WA,FALCON,WOOLWORTHS CALTEX,651-669 OLD COAST RD,6210,08 95344361,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,,No,No,Yes,N,No,No,Yes,115.6606680,-32.5829880
SA,GREEN FIELDS,WOOLWORTHS CALTEX,9-12 NUCERA COURT,5107,08 81825918,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,,No,No,Yes,N,No,No,Yes,138.6078880,-34.7980030
NSW,CARLINGFORD,CALTEX WOOLWORTHS,131 PENNANT HILLS RD CNR BETTINGTON,2118,02 96305176,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,Yes,No,Yes,151.0280000,-33.7877000
NSW,BOMBALA,CALTEX,161 MAYBE STREET,2632,02 64583047,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,149.2325210,-36.9159770
NSW,BOMBALA,CALTEX,HIGH ST CNR STEPHEN ST MONARO HWY,2632,02 64961225,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,,No,No,No,N,No,No,Yes,149.2414430,-36.9038450
NSW,EDEN,CALTEX,80-82 IMLAY ST,2551,02 64968100,No,No,No,No,No,No,No,No,No,Yes,No,,No,No,No,N,No,No,No,149.9031090,-37.0588770
QLD,SEAFORTH,INDEPENDENT,8 GEORGE STREET,4741,07 4959 0151,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,Yes,No,N,No,No,No,148.9676580,-20.9014990
NSW,CULBURRA BEACH,CALTEX,159 PRINCE EDWARD AVENUE,2540,02 44472221,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,150.7583900,-34.9304240
VIC,NATHALIA,INDEPENDENT,60 ELIZABETH ST,3638,03 58662511,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,145.2037300,-36.0561420
NSW,HAY,INDEPENDENT,STURT HWY,2711,02 69931544,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,1,No,No,Yes,144.8378940,-34.5205560
VIC,MARYSVILLE,CALTEX,10 MURCHISON ST,3779,03 57721615,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,,No,No,No,N,No,No,No,145.7481260,-37.5099080
QLD,CAIRNS,CALTEX,30-36 KENNY ST CNR BUNDA ST,4870,07 40510044,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,N,No,No,Yes,145.7755970,-16.9307480
QLD,MANUNDA /CAIRNS,CALTEX,1 HOARE ST,4870,07 40514399,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,No,No,Yes,145.7514270,-16.9239550
QLD,STANTHORPE,CALTEX,NEW ENGLAND HIGHWAY,4378,07 46812880,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,No,151.9556640,-28.6140690
QLD,CAIRNS,CALTEX,35 RESERVOIR RD,4870,07 40321847,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,No,No,Yes,145.7351580,-16.9171560
QLD,MAREEBA,CALTEX,70 BYRNES STREET,4880,07 40921508,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,No,No,Yes,145.4218640,-16.9906260
QLD,CAIRNS,CALTEX WOOLWORTHS,131-135 SHERIDAN STREET,4870,07 40512790,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,,No,Yes,No,N,Yes,No,Yes,145.7692330,-16.9187710
NSW,BROKEN HILL,CALTEX,KANANDAH RD,2880,08 80881011,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,,No,No,No,N,No,No,No,141.4330180,-31.9833790
NSW,BROKEN HILL,CALTEX,1 BLENDE ST,2880,08 80882192,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,N,No,No,Yes,141.4530130,-31.9645650
VIC,TATURA,CALTEX,188-190 HOGAN RD,3616,03 58241945,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,145.2308930,-36.4401550
NSW,WAGGA WAGGA,CALTEX,151 HAMMOND AVE,2650,02 69215309,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,Yes,Yes,N,No,No,No,147.3958760,-35.1226320
NSW,WAGGA WAGGA,CALTEX,7 LAKE ALBERT RD,2650,02 69216968,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,No,147.3780480,-35.1220930
NSW,WAGGA WAGGA,CALTEX,EDWARDS ST & STATION PL,2650,02 69211544,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,No,No,Yes,147.3688300,-35.1188840
VIC,WODONGA,CALTEX,HIGH ST & THOMAS MITCHELL DVE,3690,02 60241246,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,146.8888130,-36.1247360
NSW,ALBURY,CALTEX,609 HOVELL STREET,2640,02 60214011,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,146.9096090,-36.0863810
NSW,TUMBARUMBA,INDEPENDENT,76 THE PARADE,2653,02 69482523,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,148.0110330,-35.7729060
VIC,WANGARATTA,INDEPENDENT,75 GRETA RD,3677,0409 024127,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,146.3133560,-36.3698020
NSW,MULWALA,CALTEX,61 MELBOURNE RD,2647,03 57432688,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,146.0072030,-35.9873670
VIC,RED CLIFFS,CALTEX,47 JACARANDA ST,3496,03 50241071,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,142.1866210,-34.3067730
NSW,WENTWORTH,CALTEX,SANDWICH ST,2648,03 50272257,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,141.9179770,-34.1068100
VIC,MILDURA,INDEPENDENT,124 LANGTREE AVE,3500,03 50189411,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,142.1582290,-34.1870480
VIC,WARRACKNABEAL,CALTEX,CNR SCOTT & LYLE STS,3393,03 53941868,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,,No,No,No,N,No,No,No,142.3950120,-36.2532360
SA,LOXTON,INDEPENDENT,BOOKPURNONG TCE,5333,08 85847277,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,140.5741100,-34.4496500
VIC,MERBEIN SOUTH,INDEPENDENT,1202 STURT HWY,3505,03 50256278,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,1,No,No,No,142.0259580,-34.2154420
NSW,BERRIGAN,INDEPENDENT,162 JERILDERIE ST,2712,03 58852153,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,145.8161090,-35.6646090
VIC,BENALLA,INDEPENDENT,34 SYDNEY RD,3672,03 57613401,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,146.0005960,-36.5472580
VIC,COHUNA,CALTEX,MURRAY VALLEY HWY,3568,03 54562650,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,,No,No,No,N,No,No,Yes,144.2130230,-35.7996110
TAS,CAMBRIDGE,CALTEX,263 KENNEDY DRIVE,7170,03 62280128,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,,No,No,No,N,No,No,No,147.4862090,-42.8317010
VIC,BENDIGO EAST,INDEPENDENT,40A ROHS RD,3550,03 54468300,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,144.2645020,-36.7329360
WA,BEECHBORO,CALTEX,495 BEECHBORO RD,6063,08 93786737,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,No,115.9246940,-31.8683540
VIC,TORQUAY,CALTEX,55 SURFCOAST HIGHWAY,3228,03 52613476,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,Yes,Yes,N,No,No,Yes,144.3168410,-38.3292540
QLD,BUNDABERG,CALTEX,2 COLLINS ST,4670,07 41522996,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,,No,No,Yes,1,Yes,No,Yes,152.3705830,-24.8554220
NSW,COROWA,CALTEX,161 CEMETERY RD,2646,02 60330237,No,No,No,No,No,Yes,No,No,No,Yes,Yes,,No,No,No,N,No,No,No,146.3688080,-35.9922190
NSW,CASINO,CALTEX,32 DYRAABA ST,2470,02 66622155,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,153.0443030,-28.8550900
NSW,KYOGLE,CALTEX,6367 KYOGLE RD,2474,,No,No,No,No,No,Yes,No,No,No,Yes,Yes,,No,No,No,1,No,No,No,153.0038960,-28.6180180
WA,ALBANY,AMPOL,107 CHESTER PASS RD,6330,08 98412300,No,No,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,117.8727150,-34.9955820
WA,ALBANY,CALTEX,111 CHESTER PASS RD,6330,08 98429384,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,,No,No,No,1,No,No,No,117.8727690,-34.9954500
WA,CHADWICK ESPERANCE,CALTEX,LOT 6 HARBOUR ROAD,6450,08 90712394,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,,No,No,No,1,No,No,Yes,121.8923760,-33.8699500
WA,KATANNING,CALTEX,CNR CLIVE & BEAUFORT STREETS,6317,08 98211233,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,117.5524430,-33.6929710
WA,KALGOORLIE,CALTEX,LOT 2 WEST KALGOORLIE RD,6430,08 90213970,No,No,No,No,No,No,No,No,No,Yes,No,,No,No,No,N,No,No,No,121.4256550,-30.7776210
WA,KALGOORLIE,CALTEX,2 CUNNINGHAM DR,6430,08 90213970,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,,No,No,No,4,No,No,Yes,121.4338040,-30.7802660
WA,KATANNING,CALTEX,27 BAY DROVE ST,6317,08 9821 1621,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,,No,No,No,1,No,No,No,117.5582200,-33.6992500
WA,WEDGEFIELD PORT HEDLAND,CALTEX,12 CAJARINA RD,6721,08 91402550,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,,Yes,No,No,1,No,No,Yes,118.5912550,-20.3811030
VIC,TORRUMBARRY,CALTEX,2594 MURRAY VALLEY HIGHWAY,3562,03 54877260,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,144.5175190,-36.0293960
QLD,MILLAA MILLAA,INDEPENDENT,9/11 MAIN STREET,4886,07 40972250,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,Yes,Yes,N,No,No,No,145.6134460,-17.5118250
NSW,BOMEN,CALTEX,34 LEWINGTON ST,2650,02 69214710,No,No,No,No,No,Yes,No,No,No,Yes,No,,No,No,No,N,No,No,No,147.4105730,-35.0682750
NSW,WAGGA WAGGA,CALTEX,131A FERNLEIGH RD,2650,02 69314322,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,No,No,No,N,No,No,No,147.3425120,-35.1306740
NSW,BULAHDELAH,CALTEX,LOT 5 MAHOGANY ST CNR RED GUM RD,2423,02 4987 9156,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,,No,No,No,N,No,No,Yes,152.2104350,-32.3991700
VIC,HEATHCOTE,CALTEX,NORTHERN HIGHWAY,3523,03 54333256,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,No,Yes,144.6987500,-36.9138000
VIC,MURRAYVILLE,INDEPENDENT,MALLEE HIGHWAY,3512,03 50952081,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,No,141.1852630,-35.2634140
WA,MUNDARING,CALTEX,5895 GREAT EASTERN HWY CNR COPPIN R,6073,08 92953918,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,No,Yes,116.1515630,-31.9007700
QLD,COOLUM BEACH,CALTEX,43-45 JUNCTION DRIVE,4573,07 5441 5681,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,,No,No,No,1,No,No,No,153.0578610,-26.5221230
SA,CLEARVIEW,CALTEX,443 MAIN NORTH ROAD,5085,08 82621074,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,Yes,Yes,138.6007040,-34.8536390
NSW,CAROONA,INDEPENDENT,1 BOUNDARY ST,2343,02 67474749,No,Yes,No,No,No,Yes,No,No,No,Yes,No,,Yes,No,No,N,No,No,No,150.4272870,-31.4070940
QLD,LUTWYCHE,CALTEX,404 LUTWYCHE RD,4030,07 38575124,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,153.0323660,-27.4259720
QLD,WOREE,CALTEX,590 MULGRAVE RD,4868,0427 249169,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,Yes,N,No,No,Yes,145.7423770,-16.9502710
VIC,MORNINGTON,CALTEX,841 NEPEAN HIGHWAY,3931,03 5975 8444,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,N,Yes,Yes,Yes,145.0393190,-38.2336650
NSW,WOODBURN,CALTEX,129 RIVER ST CNR WOODBURN ST,2472,02 66295555,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,Yes,No,Yes,153.3410010,-29.0720320
NSW,ALSTONVILLE,CALTEX,73 MAIN ST,2477,02 66280403,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,Yes,No,Yes,153.4387490,-28.8407130
VIC,EBDEN,INDEPENDENT,70 BONEGILLA RD,3691,02 60206122,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,,No,Yes,Yes,N,No,No,No,147.0103450,-36.1248290
NSW,LISMORE SOUTH,CALTEX,237 UNION ST CNR THREE CHAIN RD,2480,02 66212973,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,Yes,No,No,153.2649840,-28.8209910
NSW,DARETON,CALTEX,1-3 TAPIO ST,2717,03 50274505,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,,No,No,No,N,No,No,No,142.0420140,-34.0954830
NSW,KINGSFORD,CALTEX,603-611 ANZAC PDE CNR SNAPE ST,2032,02 93491028,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,N,No,No,Yes,151.2371700,-33.9344230
VIC,BAIRNSDALE,INDEPENDENT,57 MAIN ST,3875,03 51523428,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,No,147.6355340,-37.8257030
NT,MATARANKA,INDEPENDENT,67 ROPER TCE,0852,08 8975 4519,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,133.0697310,-14.9266530
QLD,MUTTABURRA,INDEPENDENT,BRUFORD ST,4732,0428 587125,No,Yes,No,No,No,Yes,No,No,No,Yes,No,,No,No,No,N,No,No,No,144.5450460,-22.5933300
NSW,INGLEBURN,WOOLWORTHS CALTEX,12-14 NORFOLK ST,2565,02 96183428,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,No,No,Yes,N,No,No,Yes,150.8647920,-33.9998850
NSW,SCONE,WOOLWORTHS CALTEX,LOT 402 NEW ENGLAND HWY,2337,02 65453491,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,,No,No,Yes,N,No,No,Yes,150.9269650,-31.8227440
NSW,MERRYLANDS,WOOLWORTHS CALTEX,185 PITT ST CNR NEIL ST,2160,02 97601848,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,No,No,No,N,No,No,Yes,150.9920170,-33.8340500
QLD,IDALIA,WOOLWORTHS CALTEX,2-30 LAKESIDE DRIVE,4811,07 47782946,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,,No,No,Yes,N,No,No,Yes,146.8174670,-19.3156470
QLD,CANNONVALE,WOOLWORTHS CALTEX,PALUMA & PROSERPINE SHUTE HBR RDS,4802,07 49483530,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,,No,No,Yes,N,No,No,No,148.6763800,-20.2898200
SA,BURTON,WOOLWORTHS CALTEX,382-396 WATERLOO CORNER RD,5110,08 82803641,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,,No,No,Yes,N,No,No,Yes,138.6074510,-34.7415770
VIC,MORWELL,SAFEWAY CALTEX,72 VESTAN DR CNR AMANDA AVE,3840,03 51341937,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,,No,No,Yes,N,No,No,Yes,146.4366300,-38.2341290
VIC,BENDIGO,SAFEWAY CALTEX,226-232 HIGH ST,3555,03 54437021,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,,No,No,Yes,N,No,No,Yes,144.2662780,-36.7672230
WA,GREENWOOD,WOOLWORTHS CALTEX,37 CANHAM WAY CNR WANNEROO RD,6024,08 93426031,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,,No,No,Yes,N,No,No,Yes,115.8203750,-31.8221650
WA,DARDANUP,INDEPENDENT,11 CHARLOTTE STREET,6236,08 9728 1012,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,115.7542060,-33.3992710
QLD,BENARABY,CALTEX,BRUCE HIGHWAY,4680,07 49750182,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,7,No,No,No,151.3358700,-24.0049900
NSW,GERRINGONG,CALTEX,2 BELINDA ST,2534,02 42344455,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,150.8164140,-34.7457240
NSW,CHARMHAVEN,CALTEX,13-15 PACIFIC HWY CNR COSTA AVE,2263,0243902983,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,N,No,No,Yes,151.5091330,-33.2165450
WA,HIGH WYCOMBE,CALTEX,961-963 ABERNETHY RD CNR GROGAN RD,6057,08 94543025,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,No,Yes,115.9871520,-31.9574360
WA,CARNARVON,CALTEX,40 HARBOUR ROAD,6701,,No,No,No,No,No,Yes,No,No,No,Yes,Yes,,No,No,No,1,No,No,No,113.7009750,-24.8829030
WA,HIGHGATE,CALTEX WOOLWORTHS,342 BEAUFORT CNR BULWER ST,6003,08 93284944,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,115.8671180,-31.9426120
WA,GLENDALOUGH,CALTEX,HARBORNE ST CNR JON SANDERS DR,6016,08 94443802,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,115.8199760,-31.9227190
QLD,IPSWICH,CALTEX,PINE ST CNR FLINT ST,4305,07 38121578,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,No,Yes,N,Yes,No,Yes,152.7628420,-27.6064870
NSW,IVANHOE,INDEPENDENT,COLUMBUS ST,2878,02 69951389,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,144.3015200,-32.9007900
VIC,NORTHCOTE,CALTEX,153-165 HIGH ST CNR CLARKE ST,3070,03 94818804,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,No,N,Yes,No,No,144.9973950,-37.7762880
NSW,OBERON,CALTEX,187 OBERON ST,2787,02 63361297,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,149.8542450,-33.7036140
WA,MALAGA,CALTEX,ALEXANDER DR CNR CAPITAL RD,6062,08 92499102,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,Yes,No,Yes,115.8780290,-31.8484810
SA,PORT HUGHES,INDEPENDENT,2 MINNIE TCE,5558,08 88252197,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,,No,No,No,N,No,No,No,137.5474810,-34.0762510
NSW,WEST WYALONG,CALTEX,MID WESTERN HWY CNR EMU STREET,2671,02 69720082,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,,No,No,Yes,7,No,No,Yes,147.2455030,-33.9261370
QLD,BURPENGARY,BIOGAS,270 BRUCE HWY EASTERN SERVICE RD,4505,07 38888925,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,No,152.9778420,-27.1558000
WA,LEONORA,INDEPENDENT,CNR TOWER & ROCHESTER STREETS,6438,08 90376110,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,121.3308430,-28.8850060
VIC,EVERTON,INDEPENDENT,2128 GREAT ALPINE RD,3678,03 57270282,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,No,146.5424580,-36.4336780
QLD,JIMBOOMBA,CALTEX,671 CUSACK LANE,4280,07 55469677,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,No,153.0266240,-27.8314020
NSW,CULCAIRN,INDEPENDENT,35 BALFOUR ST,2660,02 60298279,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,No,147.0371850,-35.6678370
NSW,FORSTER,CALTEX,16-18 LAKE ST CNR MACINTOSH ST,2428,02 65547037,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,152.5162480,-32.1830690
